x1_r,y1_r,z1_r,x1_l,y1_l,z1_l,color
55.44766830526396,76.78584588347411,-15.593368145028236,54.82227886608905,78.4291665149072,-15.9140114275135,1
3.4630622369360538,108.81803211578114,-13.155844623181068,3.167205735607979,110.68280586616731,-14.573689248519855,1
-48.71055780388642,77.52773327557588,-17.65482672878386,-48.83308846345537,78.81262080040489,-17.8987711429876,1
-18.867502888851817,91.73839130534327,3.543696997156033,23.994650411701514,95.80320634572377,7.915718448115385,3
-24.67834399005153,95.85418503713828,7.509428671629848,25.10881237054238,98.19979161823807,8.39617611642727,5
-36.308268970613824,91.33501723661209,29.98138676426568,32.78301319939314,100.23957142067758,19.139437008541222,5
-42.53236558464073,79.32826873757261,51.28572198764387,33.6270323335892,97.68913473301808,27.65149751251741,5
-41.291938449457945,64.1047508351732,63.763770796958,31.89989206760896,96.63632164070941,36.526134457446105,5
-39.04403654370316,41.59350229958582,75.76541172981044,30.307179571620054,96.86431458804486,48.531225425909696,5
-24.67834399005153,95.85418503713828,7.509428671629848,25.10881237054238,98.19979161823807,8.39617611642727,6
-41.26235729831856,87.5310759761341,28.71498146258186,34.24697008567793,98.3525514769978,22.85223811784593,6
-48.82385951099306,67.33861510820986,53.05658506043598,36.17698687580847,96.76843389270965,32.19569004092891,6
-45.905004614554485,46.21570565655824,68.47260237006773,35.85159594329866,93.94878484984952,41.832806074065516,6
-38.40077884368128,20.829953433373447,81.51587710852309,36.18994997001465,90.18091509958288,51.51448834047102,6
-24.67834399005153,95.85418503713828,7.509428671629848,25.10881237054238,98.19979161823807,8.39617611642727,7
-52.47386281371871,77.24040434648248,30.95341579014989,37.28312425066258,93.11162062301815,34.761920332340566,7
-56.74231662235067,53.79561935542603,49.913368033937516,54.915675408411516,67.4170091728248,57.9632458443229,7
-56.878890107348354,31.552304925427052,61.925307314145144,56.16883595536717,35.63947066019443,75.47265012950197,7
-65.35108359817067,8.894507774501761,54.696720264687286,49.84835997211053,5.558118422167951,86.28640281979666,7
