x1_r,y1_r,z1_r,x1_l,y1_l,z1_l,color
-57.65597894868978,-65.03782540496292,19.816335274083727,-56.94140719463718,-65.22931155786031,20.837466040224278,1
-8.855752610232003,-102.97258358213975,8.441279901717337,-8.331450418932604,-103.07936208687426,9.544771203506969,1
43.761732799907634,-74.06522250357386,12.246720555197214,44.36806011730437,-74.30882619842737,12.877298285562176,1
16.932285625942995,-95.25702181251955,23.880684802125685,-32.338037212952315,-87.91872519216076,35.994815442937906,3
17.561077721612946,-95.20256135504843,35.44894722692372,-29.907576566689954,-86.1574051569354,36.40587635142216,5
18.809110498617997,-100.60002661645734,39.031407889569564,-39.743369939271076,-88.76924383367361,58.90721127779009,5
21.60429661531424,-94.8506898252171,53.37009707909873,-43.164809369438785,-80.73744940087556,76.13376714612806,5
20.851561937751057,-92.6686957952736,64.04941894747991,-42.57847322833021,-75.40942226929894,86.28459772223427,5
21.03850038444932,-87.73799261980679,74.93959370974099,-41.998409361280835,-68.19605661376877,95.04501595709965,5
17.561077721612946,-95.20256135504843,35.44894722692372,-29.907576566689954,-86.1574051569354,36.40587635142216,6
29.92775797333627,-90.61124190184148,52.03999099066085,-40.655159837355654,-86.58804291146004,62.00192165659546,6
33.833859423707395,-85.8225276148205,63.714034420282395,-47.41517664549991,-77.33704320932691,75.29508944816193,6
36.74203536148133,-76.53802035535193,77.1214445480374,-48.63517761559319,-67.4859875452583,88.99567654056031,6
38.16755319450908,-68.99164277139599,85.65326068987308,-42.736844466515834,-46.71094948602345,109.93806091387941,6
17.561077721612946,-95.20256135504843,35.44894722692372,-29.907576566689954,-86.1574051569354,36.40587635142216,7
39.774699169345126,-85.47998691120705,52.281172319608764,-48.88003490511903,-79.00084057441649,57.427497073498046,7
46.733128978665434,-71.0740012108248,68.66451500293037,-53.58406783035372,-70.88881451751922,73.52829076761533,7
49.1238118647459,-54.79197000222112,82.7092453741499,-54.83728573123642,-59.2248926084246,87.89221136825394,7
50.59439618067117,-37.71939776727132,95.03239595434553,-52.71807475779934,-41.37000257811877,100.07777457172345,7
