x1_r,y1_r,z1_r,x1_l,y1_l,z1_l,color
57.32462571641895,83.39428272475084,-18.920526349160113,58.419639224868774,84.76609592841214,-17.03959093278536,1
-1.383084568557308,114.38718225458064,-27.328336008588764,0.5924110171883967,115.65633513457203,-23.916971698241767,1
-55.84948122667956,82.98295349713482,-21.85323551452511,-54.43505024205706,84.14656893701573,-19.00543736897295,1
-22.856481110640573,100.53100732166303,-10.694235305970949,27.88631928958091,104.06512434337594,-4.25796926189517,3
-28.668384287614003,94.00952028516627,-10.631818206617922,35.31262921728228,93.85059528895198,-0.9702626594055204,5
-22.002342977356193,111.95911884732897,-2.892280685735585,28.388422788012576,111.74095404299976,8.85405719625524,5
-23.970153073829294,111.32265553194281,8.512513120922478,30.748289017115553,107.34428093357843,19.108212451547132,5
-23.31863948947614,109.09912926091692,17.579901141265566,32.78082702820831,105.03401058365375,28.782167704375354,5
-23.307116236651325,104.98015339409903,27.508724124540862,35.832485724989965,101.77028457553757,35.737049727983134,5
-28.668384287614003,94.00952028516627,-10.631818206617922,35.31262921728228,93.85059528895198,-0.9702626594055204,6
-31.860943966337572,104.01303004012624,8.30165001344703,32.68867254466886,106.81207356460834,11.570229847268095,6
-35.847001938741755,99.03328966216998,20.208254042253316,37.592644818336225,102.3705890206142,26.12457136705393,6
-36.17888139666246,94.0266177111805,33.331265977422206,40.65996941145079,98.15627253919445,33.44053591828768,6
-38.79893861098887,88.54658373717996,42.64966041141429,37.93230214923625,87.75227817993107,55.05028012730277,6
-28.668384287614003,94.00952028516627,-10.631818206617922,35.31262921728228,93.85059528895198,-0.9702626594055204,7
-46.54173625161971,89.80732388472495,19.084162608978417,49.74423220899962,92.76337647143589,25.807987362436677,7
-52.27915574094075,69.09888611501486,40.39267894357113,56.147667831487354,78.30118107925279,38.29904152159301,7
-52.308706530989525,43.14516133376324,59.49196763294002,60.4433970110278,57.98405981721248,57.233575630189165,7
-44.7303835162154,21.800478106694783,76.83695343748447,59.134765678760346,24.305005400257443,74.64598460356184,7
