x1_r,y1_r,z1_r,x1_l,y1_l,z1_l,color
-48.854030884760135,-38.153955700502394,-155.93808907898733,-48.44219408262259,-38.26813172618799,-156.16833866870195,1
1.6644104407934606,-72.53096024140413,-155.2236741775326,1.5742314182970745,-73.0234037044298,-155.2916717482605,1
55.01227743420432,-43.44301051826719,-149.8101228646144,54.910188013432816,-43.716958780595604,-150.07597596264753,1
23.000739930338256,-59.772408173169964,-133.98165561959564,-20.463739720672777,-60.27108233249666,-132.64957555831222,3
28.310092741138646,-64.7985734546642,-130.3787269006854,-21.71010098618379,-62.65005198566254,-132.59568311774723,5
38.08642011006819,-64.90698081807281,-106.60734485842545,-30.340835296253402,-65.72682106728459,-122.87376808585346,5
42.82255737484462,-57.192359717746825,-83.05252130617608,-31.797996864993564,-64.31156635455764,-114.1820476646313,5
40.99541114521085,-44.39178628666602,-68.1594787902547,-30.78623222730957,-64.55962461066079,-105.13962491243089,5
38.44116525554003,-24.295703572500372,-52.49193124220136,-30.224483896998862,-66.49165643594009,-93.19547928038585,5
28.310092741138646,-64.7985734546642,-130.3787269006854,-21.71010098618379,-62.65005198566254,-132.59568311774723,6
43.251626044029535,-61.17702437468003,-106.76487342777952,-32.03623782597654,-64.2866757140271,-119.06056762774753,6
49.31962414155291,-46.02064741037256,-78.64212296246654,-34.68380564449589,-63.884129374531454,-109.76740733315995,6
45.756417266774235,-27.86519552119961,-59.93293455763569,-35.06095700922961,-62.41495257139789,-99.83616462193729,6
37.97062779840067,-4.880573438931066,-43.14110718985181,-36.06453200062995,-59.97939475438332,-89.78095737560889,6
28.310092741138646,-64.7985734546642,-130.3787269006854,-21.71010098618379,-62.65005198566254,-132.59568311774723,7
54.55231751563974,-51.991180838362055,-101.8130033224798,-35.85479355127276,-60.556120397703324,-106.8119877923276,7
57.91296261351496,-32.52438785120782,-78.637424244463,-54.33669898346196,-37.36359300643872,-81.71323746046735,7
57.72343962965809,-12.806277174261197,-62.81874646184556,-55.785141733195616,-8.225543531027995,-60.10681040578612,7
67.51608813015432,10.349875465990749,-65.12155675735016,-49.19551725898825,19.750163981429154,-44.75395872160786,7
