x1_r,y1_r,z1_r,x1_l,y1_l,z1_l,color
57.10794956695452,19.666561869554325,-73.47900352610841,56.65191132456283,20.363601497203216,-73.7647618312605,1
0.6800898448717589,15.552071332336762,-103.84922288972348,0.8838986395498978,15.6131497846231,-103.98525607640283,1
-53.40768947876694,21.476756786118695,-76.53916600052776,-53.040269106797496,21.782669113071147,-77.03937265630154,1
-22.922499895989432,37.13124754551056,-94.81526339538294,24.741264317205435,36.335080984071496,-93.80736446920105,3
-26.174749256010244,42.0812280916054,-99.17734022340039,24.405869175392695,38.12379657531838,-97.07070675012699,5
-27.2774237649179,64.19891992837069,-98.22791967312162,31.834528511370763,58.50592156455785,-95.28816147636672,5
-31.45435749213658,75.9530234691265,-94.20398105012868,36.61432153871078,73.23331604469188,-90.35443108929536,5
-32.92750238585552,86.77294898988484,-84.30416797980496,38.480709883275324,85.47080989565082,-81.22135677474958,5
-37.85386465324265,95.79455717222997,-71.67400720075278,36.248996716629904,97.61494253627248,-71.15336234692,5
-26.174749256010244,42.0812280916054,-99.17734022340039,24.405869175392695,38.12379657531838,-97.07070675012699,6
-33.54035538729025,71.86214021049017,-93.66960067471871,35.87616176067303,60.56414030753372,-93.35110682969349,6
-39.59042185945495,87.23866754305185,-77.97212943463126,41.337441038386714,73.69299051236105,-88.8125486081853,6
-42.94321314382725,103.0087783458946,-57.95486955697817,41.43402115258493,85.00516191638707,-79.99622497940001,6
-41.245798603239166,115.65774499959545,-38.471646069296156,40.93825205241791,97.01992791997323,-68.10620432473377,6
-26.174749256010244,42.0812280916054,-99.17734022340039,24.405869175392695,38.12379657531838,-97.07070675012699,7
-45.94774915360264,67.81451727917808,-84.79270352348462,46.60101083811736,65.50303928183949,-83.40229733721446,7
-53.87631900994768,80.44172185315949,-69.46071331543004,51.542438642492925,78.73059663397312,-71.00130948583103,7
-61.32898798360844,90.47006244744088,-46.247258503960865,57.92279453492807,90.38593010502122,-53.891228702137084,7
-63.45648567361363,94.94137280709646,-25.834022701995025,57.06000724188681,102.52246981398845,-34.20495229674168,7
