x1_r,y1_r,z1_r,x1_l,y1_l,z1_l,color
70.24450770700838,48.24902298814614,-121.60371902852269,70.24450770700838,48.24902298814614,-121.60371902852269,1
3.906440369517853,110.20500056409554,-105.81978531366295,3.906440369517853,110.20500056409554,-105.81978531366295,1
-66.62140432943457,58.67660001617337,-129.14165118798974,-66.62140432943457,58.67660001617337,-129.14165118798974,1
-4.188715391762551,95.4511372037705,-131.00586916167106,15.078484433312273,91.47346326232778,-132.74168998082382,2
-8.00197669482829,97.80860487284967,-123.80506327456453,16.360094432399034,96.92099090553194,-122.4709385289208,2
-14.308149369999878,98.67591774723867,-116.52440556787154,21.575410404350574,96.2280843104411,-114.85089570662694,2
-14.308149369999878,98.67591774723867,-116.52440556787154,21.575410404350574,96.2280843104411,-114.85089570662694,3
-14.308149369999878,98.67591774723867,-116.52440556787154,21.575410404350574,96.2280843104411,-114.85089570662694,3
-19.350040971921814,102.36390453712295,-108.14640606295733,28.140706132578224,97.32632185193913,-109.76923612295096,3
-27.36760590751923,105.68303961299151,-95.89722612414356,35.322548159485656,100.23403144837823,-99.81988403743557,3
-30.425564805172367,104.73476957590485,-82.5072817409749,37.1700175335466,102.11729975625083,-85.09940128300707,3
-14.308149369999878,98.67591774723867,-116.52440556787154,21.575410404350574,96.2280843104411,-114.85089570662694,4
-40.39281272331763,90.47105072845912,-107.66887338731033,43.917506281776085,87.52926000393283,-109.5879400167435,4
-40.39281272331763,90.47105072845912,-107.66887338731033,43.917506281776085,87.52926000393283,-109.5879400167435,5
-53.53508751860463,78.65373017836994,-77.93931862554831,54.90190417385362,79.67115163623079,-83.84840479576354,5
-59.4600767278909,58.08449489500533,-52.726698237740806,60.431972935199596,61.03871693116098,-61.393147064545374,5
-40.39281272331763,90.47105072845912,-107.66887338731033,43.917506281776085,87.52926000393283,-109.5879400167435,6
-57.188827438012254,73.31861185216934,-85.43302062497403,59.635625730825616,69.15857702450602,-86.52179441082063,6
-65.79943762036042,38.65174113856931,-70.54862459141033,64.47437619724552,40.84293818906631,-66.77213762733503,6
